img_path;count
data\train\images\9532.tif;84
data\train\images\9533.tif;63
data\train\images\9534.tif;70
data\train\images\9535.tif;77
data\train\images\9536.tif;49
data\train\images\9537.tif;55
data\train\images\9538.tif;56
data\train\images\9539.tif;50
data\train\images\954.tif;44
data\train\images\9540.tif;77
data\train\images\9541.tif;29
data\train\images\9542.tif;137
data\train\images\9543.tif;49
data\train\images\9544.tif;40
data\train\images\9545.tif;34
data\train\images\9546.tif;43
data\train\images\9547.tif;55
data\train\images\9548.tif;68
data\train\images\9549.tif;79
data\train\images\955.tif;55
data\train\images\9550.tif;61
data\train\images\9551.tif;64
data\train\images\9552.tif;75
data\train\images\9553.tif;60
data\train\images\9554.tif;68
data\train\images\9555.tif;96
data\train\images\9556.tif;28
data\train\images\9557.tif;60
data\train\images\9558.tif;41
data\train\images\9559.tif;65
data\train\images\956.tif;93
data\train\images\9560.tif;64
data\train\images\9561.tif;58
data\train\images\9562.tif;32
data\train\images\9563.tif;47
data\train\images\9564.tif;61
data\train\images\9565.tif;65
data\train\images\9566.tif;57
data\train\images\9567.tif;75
data\train\images\9568.tif;73
data\train\images\9569.tif;47
data\train\images\957.tif;86
data\train\images\9570.tif;21
data\train\images\9571.tif;76
data\train\images\9572.tif;52
data\train\images\9573.tif;47
data\train\images\9574.tif;65
data\train\images\9575.tif;114
data\train\images\9576.tif;59
data\train\images\9577.tif;37
data\train\images\9578.tif;74
data\train\images\9579.tif;56
data\train\images\958.tif;113
data\train\images\9580.tif;68
data\train\images\9581.tif;71
data\train\images\9582.tif;56
data\train\images\9583.tif;57
data\train\images\9584.tif;41
data\train\images\9585.tif;45
data\train\images\9586.tif;112
data\train\images\9587.tif;41
data\train\images\9588.tif;75
data\train\images\9589.tif;50
data\train\images\959.tif;266
data\train\images\9590.tif;103
data\train\images\9591.tif;95
data\train\images\9592.tif;74
data\train\images\9593.tif;44
data\train\images\9594.tif;28
data\train\images\9595.tif;34
data\train\images\9596.tif;82
data\train\images\9597.tif;53
data\train\images\9598.tif;39
data\train\images\9599.tif;50
data\train\images\96.tif;21
data\train\images\960.tif;39
data\train\images\9600.tif;74
data\train\images\9601.tif;58
data\train\images\9602.tif;64
data\train\images\9603.tif;74
data\train\images\9604.tif;50
data\train\images\9605.tif;62
data\train\images\9606.tif;77
data\train\images\9607.tif;86
data\train\images\9608.tif;21
data\train\images\9609.tif;35
data\train\images\961.tif;115
data\train\images\9610.tif;43
data\train\images\9611.tif;120
data\train\images\9612.tif;55
data\train\images\9613.tif;50
data\train\images\9614.tif;40
data\train\images\9615.tif;76
data\train\images\9616.tif;61
data\train\images\9617.tif;64
data\train\images\9618.tif;28
data\train\images\9619.tif;48
data\train\images\962.tif;335
data\train\images\9620.tif;59
data\train\images\9621.tif;78
data\train\images\9622.tif;54
data\train\images\9623.tif;70
data\train\images\9624.tif;51
data\train\images\9625.tif;60
data\train\images\9626.tif;43
data\train\images\9627.tif;39
data\train\images\9628.tif;34
data\train\images\9629.tif;56
data\train\images\963.tif;87
data\train\images\9630.tif;45
data\train\images\9631.tif;58
data\train\images\9632.tif;87
data\train\images\9633.tif;61
data\train\images\9634.tif;67
data\train\images\9635.tif;91
data\train\images\9636.tif;64
data\train\images\9637.tif;37
data\train\images\9638.tif;70
data\train\images\9639.tif;58
data\train\images\964.tif;173
data\train\images\9640.tif;29
data\train\images\9641.tif;69
data\train\images\9642.tif;64
data\train\images\9643.tif;48
data\train\images\9644.tif;32
data\train\images\9645.tif;79
data\train\images\9646.tif;66
data\train\images\9647.tif;81
data\train\images\9648.tif;39
data\train\images\9649.tif;60
data\train\images\965.tif;54
data\train\images\9650.tif;72
data\train\images\9651.tif;56
data\train\images\9652.tif;114
data\train\images\9653.tif;50
data\train\images\9654.tif;78
data\train\images\9655.tif;79
data\train\images\9656.tif;38
data\train\images\9657.tif;59
data\train\images\9658.tif;62
data\train\images\9659.tif;54
data\train\images\966.tif;73
data\train\images\9660.tif;110
data\train\images\9661.tif;27
data\train\images\9662.tif;60
data\train\images\9663.tif;67
data\train\images\9664.tif;44
data\train\images\9665.tif;90
data\train\images\9666.tif;33
data\train\images\9667.tif;85
data\train\images\9668.tif;83
data\train\images\9669.tif;70
data\train\images\967.tif;86
data\train\images\9670.tif;78
data\train\images\9671.tif;81
data\train\images\9672.tif;59
data\train\images\9673.tif;45
data\train\images\9674.tif;42
data\train\images\9675.tif;59
data\train\images\9676.tif;41
data\train\images\9677.tif;43
data\train\images\9678.tif;55
data\train\images\9679.tif;48
data\train\images\968.tif;210
data\train\images\9680.tif;34
data\train\images\9681.tif;22
data\train\images\9682.tif;62
data\train\images\9683.tif;66
data\train\images\9684.tif;59
data\train\images\9685.tif;76
data\train\images\9686.tif;56
data\train\images\9687.tif;44
data\train\images\9688.tif;60
data\train\images\9689.tif;41
data\train\images\969.tif;363
data\train\images\9690.tif;25
data\train\images\9691.tif;26
data\train\images\9692.tif;53
data\train\images\9693.tif;54
data\train\images\9694.tif;33
data\train\images\9695.tif;59
data\train\images\9696.tif;39
data\train\images\9697.tif;46
data\train\images\9698.tif;88
data\train\images\9699.tif;38
data\train\images\97.tif;76
data\train\images\970.tif;71
data\train\images\9700.tif;49
data\train\images\9701.tif;51
data\train\images\9702.tif;69
data\train\images\9703.tif;50
data\train\images\9704.tif;63
data\train\images\9705.tif;38
data\train\images\9706.tif;82
data\train\images\9707.tif;75
data\train\images\9708.tif;61
data\train\images\9709.tif;34
data\train\images\971.tif;307
data\train\images\9710.tif;41
data\train\images\9711.tif;56
data\train\images\9712.tif;96
data\train\images\9713.tif;83
data\train\images\9714.tif;53
data\train\images\9715.tif;48
data\train\images\9716.tif;79
data\train\images\9717.tif;59
data\train\images\9718.tif;58
data\train\images\9719.tif;83
data\train\images\972.tif;49
data\train\images\9720.tif;43
data\train\images\9721.tif;41
data\train\images\9722.tif;34
data\train\images\9723.tif;67
data\train\images\9724.tif;44
data\train\images\9725.tif;63
data\train\images\9726.tif;46
data\train\images\9727.tif;53
data\train\images\9728.tif;112
data\train\images\9729.tif;64
data\train\images\973.tif;118
data\train\images\9730.tif;88
data\train\images\9731.tif;36
data\train\images\9732.tif;42
data\train\images\9733.tif;41
data\train\images\9734.tif;69
data\train\images\9735.tif;66
data\train\images\9736.tif;31
data\train\images\9737.tif;64
data\train\images\9738.tif;40
data\train\images\9739.tif;43
data\train\images\974.tif;161
data\train\images\9740.tif;51
data\train\images\9741.tif;63
data\train\images\9742.tif;29
data\train\images\9743.tif;76
data\train\images\9744.tif;48
data\train\images\9745.tif;82
data\train\images\9746.tif;45
data\train\images\9747.tif;190
data\train\images\9748.tif;192
data\train\images\9749.tif;59
data\train\images\975.tif;60
data\train\images\9750.tif;46
data\train\images\9751.tif;37
data\train\images\9752.tif;53
data\train\images\9753.tif;33
data\train\images\9754.tif;67
data\train\images\9755.tif;60
data\train\images\9756.tif;62
data\train\images\9757.tif;59
data\train\images\9758.tif;53
data\train\images\9759.tif;93
data\train\images\976.tif;133
data\train\images\9760.tif;62
data\train\images\9761.tif;58
data\train\images\9762.tif;42
data\train\images\9763.tif;59
data\train\images\9764.tif;72
data\train\images\9765.tif;76
data\train\images\9766.tif;132
data\train\images\9767.tif;50
data\train\images\9768.tif;31
data\train\images\9769.tif;72
data\train\images\977.tif;126
data\train\images\9770.tif;52
data\train\images\9771.tif;36
data\train\images\9772.tif;54
data\train\images\9773.tif;60
data\train\images\9774.tif;56
data\train\images\9775.tif;545
data\train\images\9776.tif;349
data\train\images\9777.tif;710
data\train\images\9778.tif;44
data\train\images\9779.tif;366
data\train\images\978.tif;130
data\train\images\9780.tif;1
data\train\images\9781.tif;413
data\train\images\9782.tif;134
data\train\images\9783.tif;430
data\train\images\9784.tif;192
data\train\images\9785.tif;204
data\train\images\9786.tif;524
data\train\images\9787.tif;339
data\train\images\9788.tif;301
data\train\images\9789.tif;203
data\train\images\979.tif;65
data\train\images\9790.tif;184
data\train\images\9791.tif;323
data\train\images\9792.tif;200
data\train\images\9793.tif;300
data\train\images\9794.tif;191
data\train\images\9795.tif;259
data\train\images\9796.tif;323
data\train\images\9797.tif;169
data\train\images\9798.tif;255
data\train\images\9799.tif;227
data\train\images\98.tif;52
data\train\images\980.tif;329
data\train\images\9800.tif;395
data\train\images\9801.tif;363
data\train\images\9802.tif;225
data\train\images\9803.tif;483
data\train\images\9804.tif;224
data\train\images\9805.tif;343
data\train\images\9806.tif;51
data\train\images\9807.tif;357
data\train\images\9808.tif;418
data\train\images\9809.tif;31
data\train\images\981.tif;113
data\train\images\9810.tif;244
data\train\images\9811.tif;301
data\train\images\9812.tif;199
data\train\images\9813.tif;283
data\train\images\9814.tif;664
data\train\images\9815.tif;241
data\train\images\9816.tif;547
data\train\images\9817.tif;569
data\train\images\9818.tif;238
data\train\images\9819.tif;296
data\train\images\982.tif;115
data\train\images\9820.tif;277
data\train\images\9821.tif;383
data\train\images\9822.tif;256
data\train\images\9823.tif;356
data\train\images\9824.tif;271
data\train\images\9825.tif;105
data\train\images\9826.tif;530
data\train\images\9827.tif;459
data\train\images\9828.tif;446
data\train\images\9829.tif;190
data\train\images\983.tif;248
data\train\images\9830.tif;220
data\train\images\9831.tif;202
data\train\images\9832.tif;628
data\train\images\9833.tif;303
data\train\images\9834.tif;227
data\train\images\9835.tif;492
data\train\images\9836.tif;378
data\train\images\9837.tif;576
data\train\images\9838.tif;237
data\train\images\9839.tif;295
data\train\images\984.tif;194
data\train\images\9840.tif;240
data\train\images\9841.tif;50
data\train\images\9842.tif;271
data\train\images\9843.tif;160
data\train\images\9844.tif;184
data\train\images\9845.tif;402
data\train\images\9846.tif;339
data\train\images\9847.tif;507
data\train\images\9848.tif;190
data\train\images\9849.tif;591
data\train\images\985.tif;95
data\train\images\9850.tif;505
data\train\images\9851.tif;355
data\train\images\9852.tif;344
data\train\images\9853.tif;126
data\train\images\9854.tif;618
data\train\images\9855.tif;304
data\train\images\9856.tif;655
data\train\images\9857.tif;362
data\train\images\9858.tif;222
data\train\images\9859.tif;156
data\train\images\986.tif;188
data\train\images\9860.tif;792
data\train\images\9861.tif;445
data\train\images\9862.tif;493
data\train\images\9863.tif;274
data\train\images\9864.tif;252
data\train\images\9865.tif;277
data\train\images\9866.tif;277
data\train\images\9867.tif;520
data\train\images\9868.tif;312
data\train\images\9869.tif;308
data\train\images\987.tif;29
data\train\images\9870.tif;586
data\train\images\9871.tif;305
data\train\images\9872.tif;248
data\train\images\9873.tif;145
data\train\images\9874.tif;476
data\train\images\9875.tif;228
data\train\images\9876.tif;221
data\train\images\9877.tif;562
data\train\images\9878.tif;297
data\train\images\9879.tif;287
data\train\images\988.tif;248
data\train\images\9880.tif;295
data\train\images\9881.tif;410
data\train\images\9882.tif;559
data\train\images\9883.tif;256
data\train\images\9884.tif;233
data\train\images\9885.tif;236
data\train\images\9886.tif;622
data\train\images\9887.tif;285
data\train\images\9888.tif;376
data\train\images\9889.tif;393
data\train\images\989.tif;303
data\train\images\9890.tif;502
data\train\images\9891.tif;216
data\train\images\9892.tif;254
data\train\images\9893.tif;364
data\train\images\9894.tif;505
data\train\images\9895.tif;317
data\train\images\9896.tif;108
data\train\images\9897.tif;343
data\train\images\9898.tif;258
data\train\images\9899.tif;452
data\train\images\99.tif;47
data\train\images\990.tif;58
data\train\images\9900.tif;290
data\train\images\9901.tif;232
data\train\images\9902.tif;459
data\train\images\9903.tif;593
data\train\images\9904.tif;422
data\train\images\9905.tif;247
data\train\images\9906.tif;168
data\train\images\9907.tif;194
data\train\images\9908.tif;455
data\train\images\9909.tif;256
data\train\images\991.tif;98
data\train\images\9910.tif;207
data\train\images\9911.tif;767
data\train\images\9912.tif;591
data\train\images\9913.tif;242
data\train\images\9914.tif;208
data\train\images\9915.tif;481
data\train\images\9916.tif;332
data\train\images\9917.tif;365
data\train\images\9918.tif;608
data\train\images\9919.tif;242
data\train\images\992.tif;85
data\train\images\9920.tif;314
data\train\images\9921.tif;251
data\train\images\9922.tif;481
data\train\images\9923.tif;572
data\train\images\9924.tif;458
data\train\images\9925.tif;371
data\train\images\9926.tif;420
data\train\images\9927.tif;426
data\train\images\9928.tif;585
data\train\images\9929.tif;228
data\train\images\993.tif;275
data\train\images\9930.tif;152
data\train\images\9931.tif;217
data\train\images\9932.tif;535
data\train\images\9933.tif;251
data\train\images\9934.tif;558
data\train\images\9935.tif;345
data\train\images\9936.tif;512
data\train\images\9937.tif;572
data\train\images\9938.tif;477
data\train\images\9939.tif;247
data\train\images\994.tif;88
data\train\images\9940.tif;675
data\train\images\9941.tif;508
data\train\images\9942.tif;341
data\train\images\9943.tif;265
data\train\images\9944.tif;666
data\train\images\9945.tif;217
data\train\images\9946.tif;291
data\train\images\9947.tif;382
data\train\images\9948.tif;219
data\train\images\9949.tif;59
data\train\images\995.tif;72
data\train\images\9950.tif;353
data\train\images\9951.tif;314
data\train\images\9952.tif;330
data\train\images\9953.tif;541
data\train\images\9954.tif;393
data\train\images\9955.tif;284
